run_id,split,index,filename,sentence_id,n_moves,sentence
cnn3_glove,train,544,c_544.png,c_544,4,top left and top right has X; bottom center and lower right has O.
cnn3_glove,train,4438,c_4438.png,c_4438,7,"There is X in top left, middle right, lower left, and bottom center and O in top center, center, and lower right."
cnn3_glove,train,534,c_534.png,c_534,4,There is X in top left and bottom middle and O in top right and lower left.
cnn3_glove,train,1553,c_1553.png,c_1553,5,"X is in upper left, center, and center right; O is in top right and bottom center."
cnn3_glove,train,2664,c_2664.png,c_2664,6,"X is in top middle, upper right, and lower left; O is in upper left, center right, and lower right."
cnn3_glove,train,4530,c_4530.png,c_4530,7,"There is X in top right, center left, bottom center, and bottom right and O in top left, center, and middle right."
cnn3_glove,train,2475,c_2475.png,c_2475,6,"There is X in center left, middle right, and lower right and O in upper left, top center, and top right."
cnn3_glove,train,1478,c_1478.png,c_1478,5,"X is in upper right, middle, and lower right; O is in upper left and middle left."
cnn3_glove,train,3082,c_3082.png,c_3082,6,"X is in upper right, middle left, and bottom middle; O is in upper left, center, and lower right."
cnn3_glove,train,3014,c_3014.png,c_3014,6,"upper right, middle, and middle right has X; upper left, middle left, and bottom center has O."
cnn3_glove,train,2372,c_2372.png,c_2372,6,"top left, upper right, and center has X; top middle, middle left, and lower left has O."
cnn3_glove,train,1452,c_1452.png,c_1452,5,"X is in top left, top right, and bottom left; O is in middle left and center."
cnn3_glove,train,3508,c_3508.png,c_3508,6,"There is X in middle right, bottom left, and lower right and O in top middle, top right, and center left."
cnn3_glove,train,5240,c_5240.png,c_5240,9,"There is X in upper left, top right, center, middle right, and bottom center and O in top middle, center left, lower left, and lower right."
cnn3_glove,train,3020,c_3020.png,c_3020,6,"There is X in upper left, top right, and center left and O in middle, center right, and lower right."
cnn3_glove,train,2490,c_2490.png,c_2490,6,"X is in upper right, middle left, and bottom left; O is in top left, top center, and bottom center."
cnn3_glove,train,4215,c_4215.png,c_4215,7,"top center, middle, middle right, and bottom center has X; top left, top right, and bottom right has O."
cnn3_glove,train,1712,c_1712.png,c_1712,5,"top left, middle left, and lower right has X; middle right and bottom left has O."
cnn3_glove,train,165,c_165.png,c_165,3,bottom middle and lower right has X; top left has O.
cnn3_glove,train,2732,c_2732.png,c_2732,6,"X is in top left, middle left, and bottom center; O is in top center, center, and center right."
cnn3_glove,train,2941,c_2941.png,c_2941,6,"There is X in top center, middle right, and bottom center and O in top left, center, and bottom right."
cnn3_glove,train,2103,c_2103.png,c_2103,5,"X is in top middle, center right, and lower left; O is in center and lower right."
cnn3_glove,train,2132,c_2132.png,c_2132,5,"top center, center right, and lower right has X; lower left and bottom middle has O."
cnn3_glove,train,2775,c_2775.png,c_2775,6,"top center, bottom left, and bottom center has X; top left, middle left, and center has O."
cnn3_glove,train,2799,c_2799.png,c_2799,6,"There is X in top left, top middle, and center and O in center left, bottom center, and lower right."
cnn3_glove,train,122,c_122.png,c_122,3,X is in upper left and center; O is in center left.
cnn3_glove,train,3289,c_3289.png,c_3289,6,"top left, center left, and center has X; middle right, bottom center, and lower right has O."
cnn3_glove,train,2628,c_2628.png,c_2628,6,"X is in top center, top right, and lower right; O is in upper left, center, and bottom center."
cnn3_glove,train,1226,c_1226.png,c_1226,5,"top middle, upper right, and bottom left has X; upper left and lower right has O."
cnn3_glove,train,5170,c_5170.png,c_5170,8,"X is in top right, middle left, center, and lower right; O is in top left, center right, lower left, and bottom middle."
cnn3_glove,train,335,c_335.png,c_335,4,X is in upper left and upper right; O is in top center and middle left.
cnn3_glove,train,3078,c_3078.png,c_3078,6,"X is in top left, middle left, and lower right; O is in top right, middle, and bottom middle."
cnn3_glove,train,562,c_562.png,c_562,4,top left and middle left has X; middle and bottom middle has O.
cnn3_glove,train,2960,c_2960.png,c_2960,6,"top center, lower left, and lower right has X; upper left, middle, and bottom middle has O."
cnn3_glove,train,4132,c_4132.png,c_4132,7,"top center, top right, middle left, and lower right has X; top left, bottom left, and bottom center has O."
cnn3_glove,train,2453,c_2453.png,c_2453,6,"X is in top center, center right, and bottom center; O is in upper left, upper right, and middle left."
cnn3_glove,train,1886,c_1886.png,c_1886,5,"X is in upper right, center left, and bottom center; O is in top center and bottom right."
cnn3_glove,train,1158,c_1158.png,c_1158,5,"There is X in top center, middle, and lower left and O in top left and top right."
cnn3_glove,train,4968,c_4968.png,c_4968,8,"There is X in top left, top right, center, and center right and O in top center, center left, bottom middle, and lower right."
cnn3_glove,train,3492,c_3492.png,c_3492,6,"X is in top center, upper right, and lower left; O is in center left, middle right, and lower right."
cnn3_glove,train,2391,c_2391.png,c_2391,6,"X is in top left, middle left, and center; O is in top center, upper right, and bottom middle."
cnn3_glove,train,3662,c_3662.png,c_3662,6,"X is in top middle, center right, and bottom right; O is in middle left, center, and lower left."
cnn3_glove,train,4882,c_4882.png,c_4882,8,"top left, top middle, middle left, and middle has X; top right, middle right, lower left, and bottom middle has O."
cnn3_glove,train,508,c_508.png,c_508,4,There is X in top left and upper right and O in middle and lower right.
cnn3_glove,train,2183,c_2183.png,c_2183,5,"top right, middle, and lower left has X; middle left and bottom right has O."
cnn3_glove,train,3547,c_3547.png,c_3547,6,"top middle, top right, and middle has X; center right, lower left, and bottom center has O."
cnn3_glove,train,803,c_803.png,c_803,4,top center and bottom left has X; center left and bottom middle has O.
cnn3_glove,train,1213,c_1213.png,c_1213,5,"There is X in top left, top right, and bottom left and O in top middle and bottom center."
cnn3_glove,train,1603,c_1603.png,c_1603,5,"top left, middle right, and bottom left has X; upper right and bottom middle has O."
cnn3_glove,train,5098,c_5098.png,c_5098,8,"X is in top center, upper right, center right, and bottom left; O is in upper left, middle, bottom center, and lower right."
cnn3_glove,train,774,c_774.png,c_774,4,There is X in top center and bottom middle and O in center left and center.
cnn3_glove,train,1404,c_1404.png,c_1404,5,"There is X in top left, center right, and bottom center and O in top center and lower left."
cnn3_glove,train,2348,c_2348.png,c_2348,5,"middle right, bottom middle, and bottom right has X; center and lower left has O."
cnn3_glove,train,2834,c_2834.png,c_2834,6,"middle right, lower left, and bottom middle has X; top left, top center, and middle left has O."
cnn3_glove,train,2365,c_2365.png,c_2365,6,"X is in top right, middle left, and center; O is in upper left, top center, and center right."
cnn3_glove,train,2537,c_2537.png,c_2537,6,"X is in upper left, middle, and middle right; O is in top middle, upper right, and bottom left."
cnn3_glove,train,4218,c_4218.png,c_4218,7,"upper right, middle, middle right, and bottom center has X; upper left, top center, and bottom right has O."
cnn3_glove,train,4481,c_4481.png,c_4481,7,"center, center right, bottom left, and bottom center has X; upper left, upper right, and middle left has O."
cnn3_glove,train,129,c_129.png,c_129,3,center left and lower left has X; upper left has O.
cnn3_glove,train,1075,c_1075.png,c_1075,4,There is X in middle right and bottom middle and O in center and lower right.
cnn3_glove,train,2159,c_2159.png,c_2159,5,"X is in center, middle right, and bottom center; O is in top right and center left."
cnn3_glove,train,740,c_740.png,c_740,4,top right and bottom right has X; top middle and middle right has O.
cnn3_glove,train,287,c_287.png,c_287,3,There is X in center left and bottom left and O in middle right.
cnn3_glove,train,2619,c_2619.png,c_2619,6,"There is X in upper left, top middle, and bottom center and O in upper right, middle, and bottom right."
cnn3_glove,train,1685,c_1685.png,c_1685,5,"There is X in top left, lower left, and bottom right and O in center left and middle."
cnn3_glove,train,4480,c_4480.png,c_4480,7,"X is in center left, middle right, bottom left, and bottom middle; O is in top left, upper right, and center."
cnn3_glove,train,1820,c_1820.png,c_1820,5,"X is in top middle, upper right, and center left; O is in middle and bottom right."
cnn3_glove,train,4205,c_4205.png,c_4205,7,"top left, upper right, bottom middle, and bottom right has X; top middle, center, and middle right has O."
cnn3_glove,train,3180,c_3180.png,c_3180,6,"There is X in center, center right, and bottom left and O in upper left, upper right, and bottom middle."
cnn3_glove,train,5201,c_5201.png,c_5201,8,"X is in top center, center left, bottom middle, and bottom right; O is in top right, center, middle right, and bottom left."
cnn3_glove,train,4665,c_4665.png,c_4665,7,"top middle, center, middle right, and lower left has X; upper right, center left, and bottom middle has O."
cnn3_glove,train,4805,c_4805.png,c_4805,7,"top middle, top right, middle right, and bottom right has X; middle, bottom left, and bottom middle has O."
cnn3_glove,train,1305,c_1305.png,c_1305,5,"There is X in upper left, center right, and lower right and O in top center and center left."
cnn3_glove,train,633,c_633.png,c_633,4,X is in lower left and bottom center; O is in upper left and middle.
cnn3_glove,train,5113,c_5113.png,c_5113,8,"top left, top center, middle left, and center right has X; middle, lower left, bottom center, and bottom right has O."
cnn3_glove,train,2975,c_2975.png,c_2975,6,"top middle, center right, and lower left has X; upper left, bottom center, and bottom right has O."
cnn3_glove,train,878,c_878.png,c_878,4,lower left and lower right has X; top center and bottom middle has O.
cnn3_glove,train,4517,c_4517.png,c_4517,7,"X is in top left, middle left, center, and middle right; O is in upper right, bottom middle, and lower right."
cnn3_glove,train,1188,c_1188.png,c_1188,5,"X is in top center, middle right, and bottom left; O is in top left and top right."
cnn3_glove,train,2980,c_2980.png,c_2980,6,"There is X in top center, bottom center, and lower right and O in top left, center right, and bottom left."
cnn3_glove,train,4104,c_4104.png,c_4104,7,"X is in top middle, top right, middle left, and lower right; O is in upper left, middle right, and bottom middle."
cnn3_glove,train,4203,c_4203.png,c_4203,7,"top left, top right, center, and lower right has X; top center, center right, and bottom center has O."
cnn3_glove,train,382,c_382.png,c_382,4,X is in upper left and top middle; O is in middle left and lower left.
cnn3_glove,train,5095,c_5095.png,c_5095,8,"X is in top left, middle right, bottom middle, and lower right; O is in top center, upper right, center, and bottom left."
cnn3_glove,train,797,c_797.png,c_797,4,X is in top center and middle right; O is in center left and bottom right.
cnn3_glove,train,4636,c_4636.png,c_4636,7,"top left, middle, bottom left, and bottom right has X; center left, center right, and bottom middle has O."
cnn3_glove,train,5246,c_5246.png,c_5246,9,"upper left, middle, center right, lower left, and bottom middle has X; top middle, top right, middle left, and bottom right has O."
cnn3_glove,train,1725,c_1725.png,c_1725,5,"There is X in top left, bottom middle, and lower right and O in middle left and center right."
cnn3_glove,train,4109,c_4109.png,c_4109,7,"There is X in top center, center left, center right, and bottom right and O in upper left, top right, and bottom center."
cnn3_glove,train,2743,c_2743.png,c_2743,6,"X is in middle, center right, and bottom center; O is in upper left, top middle, and center left."
cnn3_glove,train,4591,c_4591.png,c_4591,7,"X is in middle left, center right, lower left, and bottom middle; O is in upper left, top right, and bottom right."
cnn3_glove,train,946,c_946.png,c_946,4,There is X in upper right and middle and O in middle right and bottom middle.
cnn3_glove,train,2840,c_2840.png,c_2840,6,"There is X in upper left, center left, and bottom right and O in top center, center right, and lower left."
cnn3_glove,train,3806,c_3806.png,c_3806,6,"upper right, lower left, and bottom right has X; middle left, center, and bottom middle has O."
cnn3_glove,train,999,c_999.png,c_999,4,X is in bottom middle and lower right; O is in upper right and bottom left.
cnn3_glove,train,4292,c_4292.png,c_4292,7,"top center, middle left, center, and center right has X; upper left, bottom left, and bottom middle has O."
cnn3_glove,train,2688,c_2688.png,c_2688,6,"There is X in top right, bottom center, and lower right and O in top left, top center, and center right."
cnn3_glove,train,1229,c_1229.png,c_1229,5,"top right, bottom left, and lower right has X; upper left and top center has O."
cnn3_glove,train,1788,c_1788.png,c_1788,5,"There is X in middle right, bottom middle, and bottom right and O in upper left and lower left."
cnn3_glove,train,1750,c_1750.png,c_1750,5,"X is in top left, middle, and middle right; O is in bottom left and bottom right."
cnn3_glove,train,5197,c_5197.png,c_5197,8,"X is in top center, middle left, middle, and lower right; O is in upper right, center right, bottom left, and bottom center."
cnn3_glove,train,3749,c_3749.png,c_3749,6,"There is X in upper right, center left, and bottom center and O in center, center right, and bottom left."
cnn3_glove,train,1323,c_1323.png,c_1323,5,"X is in top left, middle left, and bottom left; O is in top middle and lower right."
cnn3_glove,train,1921,c_1921.png,c_1921,5,"top center, top right, and lower left has X; middle and bottom center has O."
cnn3_glove,train,3028,c_3028.png,c_3028,6,"There is X in upper left, middle right, and bottom right and O in upper right, center left, and middle."
cnn3_glove,train,46,c_46.png,c_46,2,There is X in upper right and O in bottom left.
cnn3_glove,train,5211,c_5211.png,c_5211,8,"There is X in upper right, center left, lower left, and bottom middle and O in top middle, middle, center right, and lower right."
cnn3_glove,train,4347,c_4347.png,c_4347,7,"top left, center, center right, and bottom center has X; top center, center left, and bottom right has O."
cnn3_glove,train,4327,c_4327.png,c_4327,7,"There is X in top middle, center, middle right, and bottom left and O in upper left, middle left, and lower right."
cnn3_glove,train,3032,c_3032.png,c_3032,6,"X is in upper right, center, and middle right; O is in top left, center left, and bottom right."
cnn3_glove,train,1291,c_1291.png,c_1291,5,"top left, top center, and middle right has X; middle left and bottom center has O."
cnn3_glove,train,3158,c_3158.png,c_3158,6,"X is in top right, middle left, and bottom right; O is in top left, lower left, and bottom center."
cnn3_glove,train,2949,c_2949.png,c_2949,6,"X is in top left, top middle, and bottom left; O is in center, bottom middle, and lower right."
cnn3_glove,train,5167,c_5167.png,c_5167,8,"X is in upper left, middle right, bottom left, and bottom right; O is in top right, middle left, center, and bottom middle."
cnn3_glove,train,337,c_337.png,c_337,4,top middle and upper right has X; upper left and center left has O.
cnn3_glove,train,3231,c_3231.png,c_3231,6,"upper right, lower left, and lower right has X; top left, middle, and bottom middle has O."
cnn3_glove,train,402,c_402.png,c_402,4,upper left and center right has X; top center and middle has O.
cnn3_glove,train,4227,c_4227.png,c_4227,7,"upper left, top right, center, and bottom left has X; top middle, bottom middle, and bottom right has O."
cnn3_glove,train,2325,c_2325.png,c_2325,5,"There is X in middle left, bottom middle, and bottom right and O in middle and lower left."
cnn3_glove,train,507,c_507.png,c_507,4,X is in center and bottom middle; O is in top left and top right.
cnn3_glove,train,2339,c_2339.png,c_2339,5,"X is in bottom left, bottom middle, and lower right; O is in middle left and middle right."
cnn3_glove,train,3633,c_3633.png,c_3633,6,"There is X in center right, bottom left, and bottom center and O in top middle, upper right, and bottom right."
cnn3_glove,train,3831,c_3831.png,c_3831,6,"There is X in center left, bottom middle, and lower right and O in upper right, middle right, and lower left."
cnn3_glove,train,3781,c_3781.png,c_3781,6,"top right, center left, and middle has X; center right, bottom center, and lower right has O."
cnn3_glove,train,1496,c_1496.png,c_1496,5,"top right, center left, and middle right has X; upper left and bottom center has O."
cnn3_glove,train,498,c_498.png,c_498,4,X is in upper left and bottom left; O is in top right and middle.
cnn3_glove,train,3181,c_3181.png,c_3181,6,"X is in center, middle right, and bottom center; O is in upper left, top right, and lower left."
cnn3_glove,train,3701,c_3701.png,c_3701,6,"middle left, middle, and bottom center has X; top center, lower left, and lower right has O."
cnn3_glove,train,5183,c_5183.png,c_5183,8,"There is X in middle left, center right, bottom middle, and lower right and O in top left, top right, center, and lower left."
cnn3_glove,train,4199,c_4199.png,c_4199,7,"X is in upper left, top center, middle right, and lower right; O is in upper right, center, and bottom middle."
cnn3_glove,train,2871,c_2871.png,c_2871,6,"There is X in center left, center right, and bottom right and O in top left, top center, and bottom center."
cnn3_glove,train,1658,c_1658.png,c_1658,5,"middle left, middle right, and bottom middle has X; upper left and middle has O."
cnn3_glove,train,3549,c_3549.png,c_3549,6,"X is in top center, upper right, and lower left; O is in center, center right, and bottom center."
cnn3_glove,train,5040,c_5040.png,c_5040,8,"There is X in top left, top middle, bottom middle, and lower right and O in upper right, middle left, center right, and bottom left."
cnn3_glove,train,2374,c_2374.png,c_2374,6,"There is X in upper left, center left, and center and O in top middle, upper right, and bottom left."
cnn3_glove,train,783,c_783.png,c_783,4,There is X in middle and lower right and O in top center and middle left.
cnn3_glove,train,5125,c_5125.png,c_5125,8,"There is X in upper left, middle, center right, and bottom left and O in top middle, center left, bottom middle, and bottom right."
cnn3_glove,train,4720,c_4720.png,c_4720,7,"There is X in top middle, center left, center right, and bottom middle and O in upper right, middle, and lower right."
cnn3_glove,train,4415,c_4415.png,c_4415,7,"X is in top center, middle right, lower left, and bottom middle; O is in upper left, middle left, and lower right."
cnn3_glove,train,451,c_451.png,c_451,4,X is in top middle and lower left; O is in top left and bottom right.
cnn3_glove,train,2203,c_2203.png,c_2203,5,"upper right, middle right, and bottom left has X; middle left and bottom center has O."
cnn3_glove,train,178,c_178.png,c_178,3,There is X in top center and upper right and O in bottom middle.
cnn3_glove,train,5115,c_5115.png,c_5115,8,"There is X in upper left, top middle, middle left, and lower right and O in center, middle right, bottom left, and bottom middle."
cnn3_glove,train,1214,c_1214.png,c_1214,5,"top left, upper right, and bottom middle has X; top center and lower left has O."
cnn3_glove,train,1540,c_1540.png,c_1540,5,"There is X in upper left, upper right, and center and O in middle right and bottom left."
cnn3_glove,train,3345,c_3345.png,c_3345,6,"There is X in top left, center right, and bottom left and O in center, bottom center, and lower right."
cnn3_glove,train,247,c_247.png,c_247,3,top right and middle has X; bottom left has O.
cnn3_glove,train,94,c_94.png,c_94,3,upper left and top center has X; lower left has O.
cnn3_glove,train,4546,c_4546.png,c_4546,7,"top left, top right, bottom center, and bottom right has X; center left, middle, and bottom left has O."
cnn3_glove,train,4387,c_4387.png,c_4387,7,"center left, middle, bottom left, and bottom middle has X; upper left, top center, and lower right has O."
cnn3_glove,train,288,c_288.png,c_288,3,X is in center right and lower left; O is in center left.
cnn3_glove,train,3099,c_3099.png,c_3099,6,"top left, lower left, and bottom center has X; upper right, center left, and middle right has O."
cnn3_glove,train,3705,c_3705.png,c_3705,6,"X is in middle left, bottom middle, and lower right; O is in top middle, center, and bottom left."
cnn3_glove,train,3941,c_3941.png,c_3941,7,"There is X in top left, middle, center right, and lower right and O in top center, upper right, and middle left."
cnn3_glove,train,3118,c_3118.png,c_3118,6,"There is X in top left, lower left, and lower right and O in top right, middle left, and center right."
cnn3_glove,train,1409,c_1409.png,c_1409,5,"middle right, lower left, and bottom center has X; upper left and top center has O."
cnn3_glove,train,767,c_767.png,c_767,4,top center and center has X; center left and bottom left has O.
cnn3_glove,train,4079,c_4079.png,c_4079,7,"X is in top middle, center left, center right, and lower left; O is in upper left, top right, and bottom right."
cnn3_glove,train,2065,c_2065.png,c_2065,5,"There is X in top center, bottom left, and lower right and O in center left and middle right."
cnn3_glove,train,2428,c_2428.png,c_2428,6,"X is in top left, center right, and bottom left; O is in top center, top right, and center left."
cnn3_glove,train,4617,c_4617.png,c_4617,7,"There is X in top right, center right, bottom left, and bottom right and O in top left, center, and bottom center."
cnn3_glove,train,3398,c_3398.png,c_3398,6,"top middle, upper right, and center right has X; middle left, middle, and bottom right has O."
cnn3_glove,train,1037,c_1037.png,c_1037,4,X is in center left and bottom left; O is in center right and bottom center.
cnn3_glove,train,304,c_304.png,c_304,3,center and middle right has X; bottom left has O.
cnn3_glove,train,2444,c_2444.png,c_2444,6,"X is in top left, upper right, and bottom middle; O is in top center, center left, and middle right."
cnn3_glove,train,3657,c_3657.png,c_3657,6,"top center, middle left, and bottom right has X; middle, middle right, and lower left has O."
cnn3_glove,train,1340,c_1340.png,c_1340,5,"X is in upper left, top middle, and middle; O is in center right and lower left."
cnn3_glove,train,1606,c_1606.png,c_1606,5,"X is in top right, middle right, and bottom left; O is in upper left and bottom center."
cnn3_glove,train,253,c_253.png,c_253,3,There is X in upper right and middle and O in lower right.
cnn3_glove,train,3080,c_3080.png,c_3080,6,"top left, bottom middle, and lower right has X; top right, center left, and center has O."
cnn3_glove,train,2353,c_2353.png,c_2353,6,"X is in upper left, top right, and center left; O is in top middle, middle, and center right."
cnn3_glove,train,4522,c_4522.png,c_4522,7,"There is X in top left, center, middle right, and bottom middle and O in top right, middle left, and bottom right."
cnn3_glove,train,1670,c_1670.png,c_1670,5,"X is in upper left, center left, and center; O is in bottom left and bottom middle."
cnn3_glove,train,5082,c_5082.png,c_5082,8,"There is X in upper left, top center, lower left, and lower right and O in top right, middle, center right, and bottom center."
cnn3_glove,train,4012,c_4012.png,c_4012,7,"There is X in top left, upper right, middle left, and bottom middle and O in top middle, center, and lower right."
cnn3_glove,train,3062,c_3062.png,c_3062,6,"top left, lower left, and bottom right has X; upper right, center left, and center has O."
cnn3_glove,train,1327,c_1327.png,c_1327,5,"X is in top center, middle left, and lower right; O is in top left and bottom left."
cnn3_glove,train,3943,c_3943.png,c_3943,7,"top center, top right, center left, and lower right has X; top left, middle, and center right has O."
cnn3_glove,train,1831,c_1831.png,c_1831,5,"There is X in top center, top right, and middle right and O in center left and bottom left."
cnn3_glove,train,1495,c_1495.png,c_1495,5,"upper left, center right, and bottom center has X; top right and middle left has O."
cnn3_glove,train,4671,c_4671.png,c_4671,7,"top right, center left, center, and bottom middle has X; top middle, middle right, and bottom left has O."
cnn3_glove,train,3058,c_3058.png,c_3058,6,"There is X in upper left, upper right, and lower right and O in center left, center, and bottom left."
cnn3_glove,train,331,c_331.png,c_331,3,There is X in bottom left and bottom center and O in bottom right.
