row_index,true_label,predicted_label,cosine_similarity,mse,top1_hit,top5_hit,exact_sentence_match,attribute_overlap_count,attribute_overlap_ratio,relation_match,object_pair_match,full_structure_match
6561,a medium yellow circle is right of a medium pink diamond,a big green diamond is below a big blue triangle,0.8249197006225586,0.0011223099427297711,0,0,0,0,0.0,0,0,0
4377,above a medium orange square is a big yellow diamond,a big green diamond is below a big blue triangle,0.9171127676963806,0.0005313289584591985,0,0,0,2,0.2857142857142857,0,0,0
62,a big orange square can be seen right of a small yellow square,a big green diamond is below a big blue triangle,0.8603227734565735,0.0008953671203926206,0,0,0,1,0.14285714285714285,0,0,0
5094,the medium yellow triangle is positioned right of a medium pink triangle,below a big green triangle is a big red diamond,0.7675175666809082,0.001490271184593439,0,0,0,1,0.14285714285714285,0,0,0
4119,a small green diamond is right of a medium blue hexagon,a big green diamond is below a big blue triangle,0.8410949110984802,0.001018623122945428,0,0,0,3,0.42857142857142855,0,0,0
8360,left of a big pink circle is a small orange circle,a big green diamond is below a big blue triangle,0.8389573693275452,0.0010323247406631708,0,0,0,1,0.14285714285714285,0,0,0
2610,the medium pink diamond is positioned below a medium blue octagon,a big green diamond is below a big blue triangle,0.7860763072967529,0.00137130671646446,0,0,0,3,0.42857142857142855,1,0,0
5847,above a small blue triangle is a small purple octagon,a big green diamond is below a big blue triangle,0.8053474426269531,0.0012477735290303826,0,0,0,2,0.2857142857142857,0,0,0
1693,right of a medium purple triangle is a medium blue diamond,below a big green triangle is a big red diamond,0.81803297996521,0.0011664554476737976,0,0,0,2,0.2857142857142857,0,1,0
1068,the small black hexagon is positioned below a medium yellow square,a big green diamond is below a big blue triangle,0.728985607624054,0.0017372719012200832,0,0,0,1,0.14285714285714285,1,0,0
6921,a big yellow circle can be seen above a medium blue triangle,a big green diamond is below a big blue triangle,0.8602446913719177,0.00089586793910712,0,0,0,3,0.42857142857142855,0,0,0
8758,a big blue octagon can be seen above a medium purple diamond,a big green diamond is below a big blue triangle,0.88371342420578,0.0007454267470166087,0,0,0,1,0.14285714285714285,0,0,0
1862,a medium red octagon can be seen above a small black hexagon,a big green octagon is above a big blue triangle,0.7487038373947144,0.001610873849131167,0,0,0,2,0.2857142857142857,1,0,0
7464,a small orange diamond is below a big pink diamond,a big green diamond is below a big blue triangle,0.8949760794639587,0.000673230504617095,0,0,0,3,0.42857142857142855,1,0,0
3289,a big orange circle is right of a small pink diamond,a big green diamond is below a big blue triangle,0.9124353528022766,0.0005613124230876565,0,0,0,1,0.14285714285714285,0,0,0
695,a small yellow circle is below a small orange diamond,a big green diamond is below a big blue triangle,0.7919937372207642,0.0013333732495084405,0,0,0,1,0.14285714285714285,1,0,0
8049,a big black triangle is above a medium pink diamond,a big green diamond is below a big blue triangle,0.9314446449279785,0.0004394581192173064,0,0,0,1,0.14285714285714285,0,0,0
9820,right of a big pink square is a big pink circle,a big green diamond is below a big blue triangle,0.8897249102592468,0.0007068910053931177,0,0,0,2,0.2857142857142857,0,0,0
4366,the big purple octagon is positioned below a big blue triangle,a big green diamond is below a big blue triangle,0.8949685096740723,0.000673279573675245,0,0,0,5,0.7142857142857143,1,0,0
7940,a big pink hexagon can be seen right of a big black hexagon,a big green diamond is below a big blue triangle,0.7981048226356506,0.0012941997265443206,0,0,0,2,0.2857142857142857,0,0,0
6216,left of a small blue hexagon is a small yellow diamond,a big green diamond is below a big blue triangle,0.799485981464386,0.0012853468069806695,0,0,0,2,0.2857142857142857,0,0,0
6486,a big red octagon can be seen below a small yellow circle,a big green octagon is above a big blue triangle,0.81711345911026,0.0011723500210791826,0,0,0,2,0.2857142857142857,0,0,0
3876,a medium green hexagon is above a medium pink circle,a big green diamond is below a big blue triangle,0.8102041482925415,0.0012166401138529181,0,0,0,1,0.14285714285714285,0,0,0
5731,the small red hexagon is positioned left of a medium green octagon,a big green octagon is above a big blue triangle,0.7521700859069824,0.0015886533074080944,0,0,0,0,0.0,0,0,0
6370,left of a big black octagon is a big pink octagon,a big green octagon is above a big blue triangle,0.7840452790260315,0.0013843255583196878,0,0,0,3,0.42857142857142855,0,0,0
4430,the big purple circle is positioned left of a big red triangle,a big green diamond is below a big blue triangle,0.9030706286430359,0.0006213431479409337,0,0,0,3,0.42857142857142855,0,0,0
3291,the small blue square is positioned right of a small yellow hexagon,a big green diamond is below a big blue triangle,0.8164998888969421,0.0011762831127271056,0,0,0,0,0.0,0,0,0
2801,the small yellow circle is positioned right of a medium blue square,a big green diamond is below a big blue triangle,0.791201114654541,0.0013384550111368299,0,0,0,1,0.14285714285714285,0,0,0
2433,a medium green square can be seen below a small green triangle,a big green diamond is below a big blue triangle,0.7733241319656372,0.0014530507614836097,0,0,0,3,0.42857142857142855,1,0,0
6035,left of a small green triangle is a small pink diamond,a big green diamond is below a big blue triangle,0.8248347043991089,0.0011228545336052775,0,0,0,2,0.2857142857142857,0,1,0
7333,the small yellow square is positioned right of a medium purple diamond,a big green diamond is below a big blue triangle,0.8445374369621277,0.0009965550852939487,0,0,0,0,0.0,0,0,0
8093,below a medium purple triangle is a big green hexagon,a big green diamond is below a big blue triangle,0.8683903813362122,0.0008436520001851022,0,0,0,4,0.5714285714285714,1,0,0
4958,above a big pink diamond is a small blue square,a big green diamond is below a big blue triangle,0.9168567657470703,0.0005329700070433319,0,0,0,1,0.14285714285714285,0,0,0
6538,a small yellow hexagon can be seen right of a medium blue hexagon,a big green octagon is above a big blue triangle,0.7334291934967041,0.0017087876331061125,0,0,0,1,0.14285714285714285,0,0,0
4590,right of a big black triangle is a small purple octagon,a big green diamond is below a big blue triangle,0.8547301888465881,0.000931217335164547,0,0,0,2,0.2857142857142857,0,0,0
9418,the medium purple octagon is positioned right of a small yellow circle,a big green octagon is above a big blue triangle,0.7555166482925415,0.0015672013396397233,0,0,0,1,0.14285714285714285,0,0,0
1553,a medium yellow triangle can be seen right of a big orange diamond,a big green diamond is below a big blue triangle,0.8736899495124817,0.0008096802048385143,0,0,0,1,0.14285714285714285,0,0,0
5780,right of a small orange triangle is a small black diamond,a big green diamond is below a big blue triangle,0.8374854326248169,0.0010417602024972439,0,0,0,2,0.2857142857142857,0,1,0
8274,a big blue hexagon can be seen left of a medium purple hexagon,a big green octagon is above a big blue triangle,0.8144960403442383,0.0011891284957528114,0,0,0,1,0.14285714285714285,0,0,0
8572,the big green circle is positioned below a small purple diamond,a big green diamond is below a big blue triangle,0.9063593149185181,0.0006002614973112941,0,0,0,3,0.42857142857142855,1,0,0
2463,the medium blue triangle is positioned left of a medium orange hexagon,a big green octagon is above a big blue triangle,0.7997815012931824,0.0012834523804485798,0,0,0,0,0.0,0,0,0
9898,the small purple circle is positioned below a big blue hexagon,a big green diamond is below a big blue triangle,0.8585919141769409,0.0009064623736776412,0,0,0,3,0.42857142857142855,1,0,0
6773,a medium green octagon can be seen right of a medium purple diamond,a big green octagon is above a big blue triangle,0.8092387914657593,0.0012228286359459162,0,0,0,2,0.2857142857142857,0,0,0
6166,the big blue circle is positioned left of a big green octagon,a big green octagon is above a big blue triangle,0.9015417098999023,0.0006311426404863596,0,0,0,2,0.2857142857142857,0,0,0
8715,below a medium yellow circle is a small pink diamond,a big green diamond is below a big blue triangle,0.7949439883232117,0.0013144623953849077,0,0,0,2,0.2857142857142857,1,0,0
6471,left of a big yellow octagon is a big purple diamond,a big green diamond is below a big blue triangle,0.8838340044021606,0.0007446545641869307,0,0,0,3,0.42857142857142855,0,0,0
7294,a big purple hexagon is right of a small red square,a big green diamond is below a big blue triangle,0.9114602208137512,0.0005675632855854928,0,0,0,1,0.14285714285714285,0,0,0
6552,the medium blue triangle is positioned below a medium blue diamond,a big green diamond is below a big blue triangle,0.7965644598007202,0.0013040743069723248,0,0,0,2,0.2857142857142857,1,0,0
2527,a medium blue square is right of a big black hexagon,a big green diamond is below a big blue triangle,0.8373653292655945,0.0010425301734358072,0,0,0,1,0.14285714285714285,0,0,0
630,a small yellow square can be seen right of a big black square,a big green diamond is below a big blue triangle,0.8081380724906921,0.001229884335771203,0,0,0,1,0.14285714285714285,0,0,0
1053,a medium black circle can be seen right of a medium black triangle,a big green diamond is below a big blue triangle,0.7342466711997986,0.0017035475466400385,0,0,0,1,0.14285714285714285,0,0,0
2198,right of a big orange square is a medium pink triangle,a big green diamond is below a big blue triangle,0.880001425743103,0.000769222155213356,0,0,0,1,0.14285714285714285,0,0,0
4127,a big purple square can be seen above a medium red square,a big green diamond is below a big blue triangle,0.8657997846603394,0.0008602577145211399,0,0,0,1,0.14285714285714285,0,0,0
135,the small blue octagon is positioned left of a small red circle,a big green diamond is below a big blue triangle,0.7548220157623291,0.0015716541092842817,0,0,0,0,0.0,0,0,0
127,the small orange diamond is positioned below a big purple square,a big green diamond is below a big blue triangle,0.9047514200210571,0.0006105685606598854,0,0,0,3,0.42857142857142855,1,0,0
9227,a big blue triangle is right of a big green triangle,a big green diamond is below a big blue triangle,0.9024916291236877,0.0006250531878322363,0,0,0,3,0.42857142857142855,0,0,0
1731,a big blue octagon can be seen above a small red triangle,a big green diamond is below a big blue triangle,0.8745192885398865,0.0008043637499213219,0,0,0,2,0.2857142857142857,0,0,0
2540,a medium blue octagon can be seen below a small orange triangle,a big green octagon is above a big blue triangle,0.7532927989959717,0.0015814566286280751,0,0,0,2,0.2857142857142857,0,1,0
169,left of a small purple square is a medium orange circle,a big green diamond is below a big blue triangle,0.7830758094787598,0.0013905396917834878,0,0,0,0,0.0,0,0,0
1737,the small blue square is positioned below a big red hexagon,a big green diamond is below a big blue triangle,0.8719691038131714,0.0008207114296965301,0,0,0,2,0.2857142857142857,1,0,0
1834,a big pink square can be seen below a small green square,a big green diamond is below a big blue triangle,0.841008186340332,0.0010191790061071515,0,0,0,2,0.2857142857142857,1,0,0
5596,a medium pink square can be seen above a big red triangle,a big green diamond is below a big blue triangle,0.8826925158500671,0.0007519709761254489,0,0,0,2,0.2857142857142857,0,0,0
3655,above a medium red hexagon is a big yellow hexagon,a big green octagon is above a big blue triangle,0.7880227565765381,0.0013588283909484744,0,0,0,2,0.2857142857142857,1,0,0
3314,a medium black square can be seen right of a medium pink circle,a big green diamond is below a big blue triangle,0.808480978012085,0.0012276864144951105,0,0,0,0,0.0,0,0,0
7156,left of a medium pink hexagon is a big purple triangle,a big green diamond is below a big blue triangle,0.8563637733459473,0.0009207449620589614,0,0,0,1,0.14285714285714285,0,0,0
9250,the big purple octagon is positioned below a small purple diamond,a big green octagon is above a big blue triangle,0.8742480278015137,0.0008061025873757899,0,0,0,2,0.2857142857142857,0,0,0
7675,a small orange square can be seen below a medium green hexagon,a big green diamond is below a big blue triangle,0.7795519828796387,0.001413128455169499,0,0,0,1,0.14285714285714285,1,0,0
2196,a big yellow square is below a big orange circle,a big green diamond is below a big blue triangle,0.9086799025535583,0.0005853858892805874,0,0,0,3,0.42857142857142855,1,0,0
3865,a medium blue diamond can be seen above a big green triangle,a big green diamond is below a big blue triangle,0.9035239815711975,0.0006184368976391852,0,0,0,3,0.42857142857142855,0,1,0
1749,the small red diamond is positioned left of a medium green diamond,below a big green triangle is a big red diamond,0.824052095413208,0.0011278718011453748,0,0,0,3,0.42857142857142855,0,0,0
4426,right of a big black diamond is a medium yellow circle,a big green diamond is below a big blue triangle,0.8660929799079895,0.0008583785966038704,0,0,0,1,0.14285714285714285,0,0,0
2944,a medium purple triangle is left of a small purple octagon,a big green diamond is below a big blue triangle,0.7712585926055908,0.0014662918401882052,0,0,0,0,0.0,0,0,0
6624,a big black octagon can be seen left of a big orange hexagon,a big green octagon is above a big blue triangle,0.8102932572364807,0.001216069795191288,0,0,0,3,0.42857142857142855,0,0,0
6305,right of a medium orange diamond is a small black circle,a big green diamond is below a big blue triangle,0.8287928104400635,0.001097481930628419,0,0,0,0,0.0,0,0,0
1732,right of a small red circle is a big orange octagon,a big green diamond is below a big blue triangle,0.8713381290435791,0.000824756280053407,0,0,0,1,0.14285714285714285,0,0,0
4906,the big green square is positioned below a medium blue diamond,a big green diamond is below a big blue triangle,0.8996886014938354,0.0006430225912481546,0,0,0,4,0.5714285714285714,1,0,0
2393,a small pink hexagon can be seen right of a big black octagon,a big green octagon is above a big blue triangle,0.7905271053314209,0.0013427749508991838,0,0,0,1,0.14285714285714285,0,0,0
9881,a big blue triangle can be seen below a big red hexagon,a big green diamond is below a big blue triangle,0.859831690788269,0.0008985145832411945,0,0,0,3,0.42857142857142855,1,0,0
4578,the small blue octagon is positioned below a big orange circle,a big green diamond is below a big blue triangle,0.8188241720199585,0.0011613836977630854,0,0,0,2,0.2857142857142857,1,0,0
7700,a big purple square can be seen above a medium pink diamond,a big green diamond is below a big blue triangle,0.9160105586051941,0.0005383947864174843,0,0,0,1,0.14285714285714285,0,0,0
4112,a big green octagon can be seen left of a medium red square,a big green octagon is above a big blue triangle,0.8516119122505188,0.000951205613091588,0,0,0,3,0.42857142857142855,0,0,0
6604,below a small blue square is a big yellow circle,a big green diamond is below a big blue triangle,0.8568398952484131,0.0009176929597742856,0,0,0,3,0.42857142857142855,1,0,0
2522,the medium blue diamond is positioned above a small blue octagon,a big green diamond is below a big blue triangle,0.8241381645202637,0.001127319410443306,0,0,0,2,0.2857142857142857,0,0,0
1925,a medium blue circle can be seen above a small orange octagon,a big green octagon is above a big blue triangle,0.7915401458740234,0.0013362811878323555,0,0,0,1,0.14285714285714285,1,0,0
1165,a small black triangle can be seen left of a medium red square,a big green diamond is below a big blue triangle,0.7923674583435059,0.0013309783535078168,0,0,0,0,0.0,0,0,0
5707,right of a big yellow circle is a big pink hexagon,a big green diamond is below a big blue triangle,0.8881014585494995,0.0007172983605414629,0,0,0,2,0.2857142857142857,0,0,0
3042,left of a small red hexagon is a big black circle,a big green diamond is below a big blue triangle,0.8376017212867737,0.0010410150280222297,0,0,0,1,0.14285714285714285,0,0,0
2882,a medium green diamond can be seen below a small blue square,a big green diamond is below a big blue triangle,0.8233488202095032,0.0011323790531605482,0,0,0,4,0.5714285714285714,1,0,0
8968,the small green triangle is positioned left of a small green octagon,a big green diamond is below a big blue triangle,0.7745511531829834,0.0014451849274337292,0,0,0,1,0.14285714285714285,0,0,0
9139,a medium red hexagon can be seen above a small green octagon,a big green octagon is above a big blue triangle,0.7694938778877258,0.0014776031021028757,0,0,0,1,0.14285714285714285,1,0,0
9121,a small black circle can be seen above a big pink triangle,a big green diamond is below a big blue triangle,0.8668106198310852,0.0008537779795005918,0,0,0,2,0.2857142857142857,0,0,0
3037,a small blue octagon is right of a small pink circle,a big green diamond is below a big blue triangle,0.7876486778259277,0.001361226779408753,0,0,0,0,0.0,0,0,0
3121,a small black square can be seen above a medium purple octagon,a big black diamond is above a big green octagon,0.797828733921051,0.00129596923943609,0,0,0,3,0.42857142857142855,1,0,0
880,a medium purple octagon is below a small green diamond,a big green octagon is above a big blue triangle,0.7988517880439758,0.0012894123792648315,0,0,0,1,0.14285714285714285,0,0,0
2240,a big red diamond is left of a small orange square,a big green diamond is below a big blue triangle,0.9140853881835938,0.0005507342284545302,0,0,0,2,0.2857142857142857,0,0,0
3691,a big blue circle can be seen below a medium red hexagon,a big green diamond is below a big blue triangle,0.83709317445755,0.0010442740749567747,0,0,0,2,0.2857142857142857,1,0,0
6951,a medium red diamond is below a medium black octagon,a big green octagon is above a big blue triangle,0.7699332237243652,0.0014747877139598131,0,0,0,0,0.0,0,0,0
4733,a big orange circle can be seen right of a small purple octagon,a big green diamond is below a big blue triangle,0.8564098477363586,0.0009204496745951474,0,0,0,1,0.14285714285714285,0,0,0
6318,a big orange diamond is right of a big green octagon,a big green diamond is below a big blue triangle,0.9194498658180237,0.000516347645316273,0,0,0,3,0.42857142857142855,0,0,0
7579,right of a small purple circle is a big blue circle,a big green diamond is below a big blue triangle,0.8756032586097717,0.0007974149193614721,0,0,0,1,0.14285714285714285,0,0,0
2903,a big yellow circle is left of a big red hexagon,a big green diamond is below a big blue triangle,0.8904237747192383,0.0007024123915471137,0,0,0,2,0.2857142857142857,0,0,0
5865,below a big blue circle is a small black square,a big green diamond is below a big blue triangle,0.8302950859069824,0.0010878527536988258,0,0,0,3,0.42857142857142855,1,0,0
4845,above a medium yellow diamond is a small purple triangle,a big green diamond is below a big blue triangle,0.83510422706604,0.0010570244630798697,0,0,0,0,0.0,0,0,0
6244,a small orange square is below a medium red triangle,a big green diamond is below a big blue triangle,0.7929264307022095,0.0013273956719785929,0,0,0,2,0.2857142857142857,1,0,0
5287,above a medium blue diamond is a medium orange square,a big green diamond is below a big blue triangle,0.8354467153549194,0.0010548288701102138,0,0,0,1,0.14285714285714285,0,0,0
1725,a big green octagon is below a small purple circle,a big green octagon is above a big blue triangle,0.8511655926704407,0.0009540669270791113,0,0,0,3,0.42857142857142855,0,0,0
7374,right of a medium blue triangle is a medium yellow hexagon,a big green octagon is above a big blue triangle,0.761066734790802,0.001531623536720872,0,0,0,2,0.2857142857142857,0,0,0
1825,a big purple triangle can be seen below a medium blue triangle,a big green diamond is below a big blue triangle,0.8137431144714355,0.0011939535615965724,0,0,0,4,0.5714285714285714,1,0,0
5953,a medium green octagon is left of a small red circle,a big green diamond is below a big blue triangle,0.7272956371307373,0.001748104696162045,0,0,0,1,0.14285714285714285,0,0,0
8236,a small red square is above a medium yellow octagon,a big green diamond is below a big blue triangle,0.771568238735199,0.0014643061440438032,0,0,0,0,0.0,0,0,0
4957,a big purple triangle is left of a big black hexagon,a big green diamond is below a big blue triangle,0.8844592571258545,0.0007406467339023948,0,0,0,2,0.2857142857142857,0,0,0
2785,a medium orange diamond is above a medium pink triangle,a big green diamond is below a big blue triangle,0.8560571074485779,0.0009227119735442102,0,0,0,2,0.2857142857142857,0,1,0
7023,above a small orange triangle is a big purple hexagon,a big green diamond is below a big blue triangle,0.8757311701774597,0.0007965951808728278,0,0,0,2,0.2857142857142857,0,0,0
4745,the small black octagon is positioned left of a big orange circle,a big green diamond is below a big blue triangle,0.792535662651062,0.0013299003476276994,0,0,0,1,0.14285714285714285,0,0,0
9644,the big black triangle is positioned left of a medium red octagon,a big green diamond is below a big blue triangle,0.8239326477050781,0.001128637115471065,0,0,0,1,0.14285714285714285,0,0,0
5513,a medium green hexagon is right of a big red diamond,a big green diamond is below a big blue triangle,0.889412522315979,0.0007088943966664374,0,0,0,2,0.2857142857142857,0,0,0
1958,a big purple diamond can be seen below a medium purple triangle,a big green diamond is below a big blue triangle,0.8625385761260986,0.0008811631705611944,0,0,0,4,0.5714285714285714,1,1,0
2298,a medium pink circle can be seen left of a medium orange circle,a big green diamond is below a big blue triangle,0.7386682629585266,0.0016752046067267656,0,0,0,0,0.0,0,0,0
6438,a small orange octagon can be seen right of a medium orange hexagon,the big green hexagon is positioned above a big orange circle,0.7270363569259644,0.0017497667577117682,0,0,0,1,0.14285714285714285,0,0,0
8119,the medium purple diamond is positioned below a small black square,a big green diamond is below a big blue triangle,0.8114591836929321,0.0012085955822840333,0,0,0,2,0.2857142857142857,1,0,0
6827,a medium yellow diamond can be seen left of a medium green triangle,a big green diamond is below a big blue triangle,0.8131558895111084,0.00119771936442703,0,0,0,2,0.2857142857142857,0,1,0
7822,right of a medium red triangle is a big purple diamond,a big green diamond is below a big blue triangle,0.9102012515068054,0.0005756340106017888,0,0,0,3,0.42857142857142855,0,1,0
5203,a medium orange octagon can be seen below a big blue hexagon,a big green octagon is above a big blue triangle,0.784618616104126,0.001380649977363646,0,0,0,3,0.42857142857142855,0,0,0
1773,above a medium black hexagon is a small black triangle,a big green diamond is below a big blue triangle,0.7715246677398682,0.0014645857736468315,0,0,0,0,0.0,0,0,0
718,a small blue octagon can be seen left of a medium blue triangle,a big green diamond is below a big blue triangle,0.7576570510864258,0.0015534813283011317,0,0,0,2,0.2857142857142857,0,0,0
1794,a small black diamond is below a small red circle,a big green diamond is below a big blue triangle,0.8152523040771484,0.0011842806125059724,0,0,0,2,0.2857142857142857,1,0,0
2789,a small purple square can be seen right of a small orange circle,a big green diamond is below a big blue triangle,0.8167741298675537,0.0011745250085368752,0,0,0,0,0.0,0,0,0
6586,left of a small pink circle is a small red octagon,a big green diamond is below a big blue triangle,0.7468748688697815,0.0016225967556238174,0,0,0,0,0.0,0,0,0
1027,the medium black square is positioned below a small yellow circle,a big green diamond is below a big blue triangle,0.747728705406189,0.0016171238385140896,0,0,0,1,0.14285714285714285,1,0,0
3211,a big yellow diamond is right of a big green octagon,a big green diamond is below a big blue triangle,0.925720751285553,0.00047614937648177147,0,0,0,3,0.42857142857142855,0,0,0
8231,a medium black hexagon is below a medium blue diamond,a big green diamond is below a big blue triangle,0.7835510969161987,0.0013874926371499896,0,0,0,2,0.2857142857142857,1,0,0
4720,right of a small black circle is a medium blue hexagon,a big green diamond is below a big blue triangle,0.7651129961013794,0.0015056865522637963,0,0,0,0,0.0,0,0,0
8557,a big pink diamond can be seen below a medium orange octagon,a big green diamond is below a big blue triangle,0.8593507409095764,0.0009015984833240509,0,0,0,3,0.42857142857142855,1,0,0
5491,a big green triangle is below a medium green hexagon,a big green diamond is below a big blue triangle,0.8523062467575073,0.0009467549971304834,0,0,0,3,0.42857142857142855,1,0,0
2706,a big green triangle is left of a medium black circle,a big green diamond is below a big blue triangle,0.8737180233001709,0.0008095000521279871,0,0,0,2,0.2857142857142857,0,0,0
4983,a big orange hexagon is above a big red circle,a big green diamond is below a big blue triangle,0.9178711175918579,0.0005264675710350275,0,0,0,2,0.2857142857142857,0,0,0
200,the big yellow square is positioned below a small red octagon,a big green octagon is above a big blue triangle,0.8498820066452026,0.0009622953948564827,0,0,0,1,0.14285714285714285,0,0,0
6310,the big green square is positioned right of a big purple circle,a big green diamond is below a big blue triangle,0.8985821604728699,0.0006501151947304606,0,0,0,3,0.42857142857142855,0,0,0
1382,the medium orange square is positioned above a big green diamond,a big green diamond is below a big blue triangle,0.9111824035644531,0.0005693435668945312,0,0,0,1,0.14285714285714285,0,0,0
1123,a medium red hexagon is below a medium orange hexagon,a big green octagon is above a big blue triangle,0.7259967923164368,0.0017564311856403947,0,0,0,0,0.0,0,0,0
1753,a big yellow square is below a medium yellow diamond,a big green diamond is below a big blue triangle,0.8737732172012329,0.000809147022664547,0,0,0,2,0.2857142857142857,1,0,0
4188,a small pink triangle is below a big green triangle,a big green diamond is below a big blue triangle,0.853540301322937,0.0009388444013893604,0,0,0,3,0.42857142857142855,1,0,0
5049,left of a small yellow hexagon is a medium yellow octagon,a big green octagon is above a big blue triangle,0.6511648893356323,0.0022361231967806816,0,0,0,1,0.14285714285714285,0,0,0
2656,a medium yellow hexagon can be seen above a medium black diamond,a big green diamond is below a big blue triangle,0.7748537659645081,0.0014432454481720924,0,0,0,0,0.0,0,0,0
5207,the medium red square is positioned left of a big red triangle,a big green diamond is below a big blue triangle,0.8600494861602783,0.0008971189381554723,0,0,0,2,0.2857142857142857,0,0,0
3514,a big green octagon can be seen right of a small pink square,a big green diamond is below a big blue triangle,0.8605608344078064,0.0008938419632613659,0,0,0,2,0.2857142857142857,0,0,0
5973,a medium blue circle can be seen above a medium purple circle,a big green diamond is below a big blue triangle,0.7577047348022461,0.0015531752724200487,0,0,0,0,0.0,0,0,0
4913,a medium purple diamond can be seen above a big red diamond,a big green diamond is below a big blue triangle,0.8670616149902344,0.0008521695854142308,0,0,0,2,0.2857142857142857,0,0,0
2257,a medium black triangle is right of a medium blue diamond,a big green diamond is below a big blue triangle,0.8390159606933594,0.0010319497669115663,0,0,0,1,0.14285714285714285,0,0,0
8389,a medium pink circle is left of a small black octagon,a big green diamond is below a big blue triangle,0.7314605712890625,0.0017214069375768304,0,0,0,0,0.0,0,0,0
2937,left of a medium purple square is a medium blue circle,a big green diamond is below a big blue triangle,0.7842844724655151,0.0013827913207933307,0,0,0,0,0.0,0,0,0
9728,a big black circle is left of a medium green hexagon,a big green diamond is below a big blue triangle,0.8464444875717163,0.0009843305451795459,0,0,0,1,0.14285714285714285,0,0,0
26,the small orange hexagon is positioned above a medium black octagon,a big green octagon is above a big blue triangle,0.7623016238212585,0.0015237078769132495,0,0,0,1,0.14285714285714285,1,0,0
4216,left of a small green triangle is a big red triangle,a big green diamond is below a big blue triangle,0.8732280135154724,0.0008126413449645042,0,0,0,2,0.2857142857142857,0,0,0
