run_id,image_id,img_path,sentence_id,true_sentence,n_moves,error
LLM-openrouter-sbert,c_3033.png,D:\Users\git-repo\1\src\data\images\type-c\c_3033.png,c_3033,"upper right, middle, and lower right has X; upper left, middle left, and middle right has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2449.png,D:\Users\git-repo\1\src\data\images\type-c\c_2449.png,c_2449,"X is in top center, upper right, and middle right; O is in top left, middle left, and bottom center.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_5007.png,D:\Users\git-repo\1\src\data\images\type-c\c_5007.png,c_5007,"X is in top left, top right, lower left, and bottom middle; O is in top center, middle left, center, and bottom right.",8,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2094.png,D:\Users\git-repo\1\src\data\images\type-c\c_2094.png,c_2094,"X is in top middle, center right, and bottom center; O is in middle and lower left.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2750.png,D:\Users\git-repo\1\src\data\images\type-c\c_2750.png,c_2750,"X is in top left, center left, and bottom right; O is in top center, center, and middle right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_759.png,D:\Users\git-repo\1\src\data\images\type-c\c_759.png,c_759,bottom middle and bottom right has X; top center and upper right has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2051.png,D:\Users\git-repo\1\src\data\images\type-c\c_2051.png,c_2051,"X is in top middle, middle left, and bottom left; O is in middle right and bottom middle.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3280.png,D:\Users\git-repo\1\src\data\images\type-c\c_3280.png,c_3280,"center left, center, and bottom left has X; top left, center right, and lower right has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2568.png,D:\Users\git-repo\1\src\data\images\type-c\c_2568.png,c_2568,"upper left, top middle, and center right has X; upper right, center, and lower right has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3015.png,D:\Users\git-repo\1\src\data\images\type-c\c_3015.png,c_3015,"There is X in upper right, center, and bottom center and O in upper left, center left, and middle right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2541.png,D:\Users\git-repo\1\src\data\images\type-c\c_2541.png,c_2541,"top center, upper right, and middle right has X; upper left, middle, and lower left has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2807.png,D:\Users\git-repo\1\src\data\images\type-c\c_2807.png,c_2807,"X is in top center, center left, and middle; O is in top left, bottom center, and bottom right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_513.png,D:\Users\git-repo\1\src\data\images\type-c\c_513.png,c_513,There is X in center and lower right and O in upper left and top right.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2082.png,D:\Users\git-repo\1\src\data\images\type-c\c_2082.png,c_2082,"X is in top middle, center left, and bottom right; O is in lower left and bottom center.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2126.png,D:\Users\git-repo\1\src\data\images\type-c\c_2126.png,c_2126,"center, lower left, and bottom middle has X; top center and bottom right has O.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3457.png,D:\Users\git-repo\1\src\data\images\type-c\c_3457.png,c_3457,"top middle, middle left, and lower right has X; top right, center, and bottom middle has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_346.png,D:\Users\git-repo\1\src\data\images\type-c\c_346.png,c_346,X is in upper left and top middle; O is in top right and center right.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4743.png,D:\Users\git-repo\1\src\data\images\type-c\c_4743.png,c_4743,"X is in top middle, top right, center, and bottom right; O is in center left, lower left, and bottom center.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_5053.png,D:\Users\git-repo\1\src\data\images\type-c\c_5053.png,c_5053,"There is X in upper left, middle right, bottom left, and lower right and O in top middle, upper right, center left, and bottom middle.",8,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4472.png,D:\Users\git-repo\1\src\data\images\type-c\c_4472.png,c_4472,"There is X in upper right, center left, middle, and bottom left and O in upper left, center right, and bottom center.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3001.png,D:\Users\git-repo\1\src\data\images\type-c\c_3001.png,c_3001,"There is X in top left, top right, and center left and O in middle, middle right, and bottom middle.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1593.png,D:\Users\git-repo\1\src\data\images\type-c\c_1593.png,c_1593,"top left, center, and bottom middle has X; top right and bottom right has O.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_791.png,D:\Users\git-repo\1\src\data\images\type-c\c_791.png,c_791,X is in top middle and middle right; O is in middle left and bottom middle.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1241.png,D:\Users\git-repo\1\src\data\images\type-c\c_1241.png,c_1241,"X is in upper left, top middle, and center; O is in middle left and center right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_316.png,D:\Users\git-repo\1\src\data\images\type-c\c_316.png,c_316,X is in center and lower left; O is in lower right.,3,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2111.png,D:\Users\git-repo\1\src\data\images\type-c\c_2111.png,c_2111,"There is X in top center, middle, and bottom middle and O in center right and lower right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3546.png,D:\Users\git-repo\1\src\data\images\type-c\c_3546.png,c_3546,"middle left, bottom middle, and lower right has X; top middle, upper right, and lower left has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2976.png,D:\Users\git-repo\1\src\data\images\type-c\c_2976.png,c_2976,"X is in top center, middle right, and bottom center; O is in upper left, bottom left, and bottom right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3414.png,D:\Users\git-repo\1\src\data\images\type-c\c_3414.png,c_3414,"X is in top middle, top right, and center left; O is in center, lower left, and bottom center.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2527.png,D:\Users\git-repo\1\src\data\images\type-c\c_2527.png,c_2527,"There is X in upper right, center left, and bottom center and O in upper left, top middle, and bottom right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2283.png,D:\Users\git-repo\1\src\data\images\type-c\c_2283.png,c_2283,"X is in top right, bottom left, and bottom center; O is in center right and bottom right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1354.png,D:\Users\git-repo\1\src\data\images\type-c\c_1354.png,c_1354,"There is X in upper left, middle, and bottom center and O in top center and middle right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_24.png,D:\Users\git-repo\1\src\data\images\type-c\c_24.png,c_24,upper left has X; bottom right has O.,2,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2267.png,D:\Users\git-repo\1\src\data\images\type-c\c_2267.png,c_2267,"X is in center, center right, and bottom right; O is in upper right and bottom middle.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2384.png,D:\Users\git-repo\1\src\data\images\type-c\c_2384.png,c_2384,"X is in center left, middle, and lower left; O is in top left, top middle, and upper right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_874.png,D:\Users\git-repo\1\src\data\images\type-c\c_874.png,c_874,top center and lower left has X; bottom middle and bottom right has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2292.png,D:\Users\git-repo\1\src\data\images\type-c\c_2292.png,c_2292,"X is in middle left, middle, and bottom middle; O is in center right and lower left.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4603.png,D:\Users\git-repo\1\src\data\images\type-c\c_4603.png,c_4603,"There is X in upper left, upper right, lower left, and lower right and O in center, middle right, and bottom middle.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2469.png,D:\Users\git-repo\1\src\data\images\type-c\c_2469.png,c_2469,"top center, upper right, and bottom right has X; top left, middle left, and center right has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_5139.png,D:\Users\git-repo\1\src\data\images\type-c\c_5139.png,c_5139,"There is X in top center, center, middle right, and bottom left and O in top left, middle left, bottom center, and bottom right.",8,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1946.png,D:\Users\git-repo\1\src\data\images\type-c\c_1946.png,c_1946,"top right, middle, and bottom middle has X; top middle and bottom right has O.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1818.png,D:\Users\git-repo\1\src\data\images\type-c\c_1818.png,c_1818,"There is X in top right, center, and bottom middle and O in top middle and middle left.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3105.png,D:\Users\git-repo\1\src\data\images\type-c\c_3105.png,c_3105,"There is X in top right, lower left, and bottom middle and O in upper left, middle left, and middle right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2489.png,D:\Users\git-repo\1\src\data\images\type-c\c_2489.png,c_2489,"X is in top center, lower left, and bottom center; O is in top left, top right, and middle left.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2462.png,D:\Users\git-repo\1\src\data\images\type-c\c_2462.png,c_2462,"There is X in top left, top right, and center right and O in top middle, center left, and bottom right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4314.png,D:\Users\git-repo\1\src\data\images\type-c\c_4314.png,c_4314,"There is X in top left, middle left, center, and lower left and O in top center, middle right, and lower right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3384.png,D:\Users\git-repo\1\src\data\images\type-c\c_3384.png,c_3384,"top middle, middle left, and bottom middle has X; upper right, middle, and middle right has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4793.png,D:\Users\git-repo\1\src\data\images\type-c\c_4793.png,c_4793,"X is in top right, middle right, bottom center, and lower right; O is in top middle, middle left, and lower left.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1708.png,D:\Users\git-repo\1\src\data\images\type-c\c_1708.png,c_1708,"There is X in center left, bottom left, and bottom middle and O in upper left and middle right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4871.png,D:\Users\git-repo\1\src\data\images\type-c\c_4871.png,c_4871,"X is in upper right, center right, bottom middle, and lower right; O is in center left, middle, and lower left.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1523.png,D:\Users\git-repo\1\src\data\images\type-c\c_1523.png,c_1523,"X is in upper left, middle left, and bottom left; O is in upper right and bottom right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_326.png,D:\Users\git-repo\1\src\data\images\type-c\c_326.png,c_326,X is in middle right and bottom right; O is in lower left.,3,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4170.png,D:\Users\git-repo\1\src\data\images\type-c\c_4170.png,c_4170,"X is in top left, top center, middle, and center right; O is in top right, bottom left, and lower right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1945.png,D:\Users\git-repo\1\src\data\images\type-c\c_1945.png,c_1945,"X is in top middle, bottom middle, and lower right; O is in top right and center.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3887.png,D:\Users\git-repo\1\src\data\images\type-c\c_3887.png,c_3887,"top center, upper right, center left, and lower left has X; upper left, middle, and center right has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3527.png,D:\Users\git-repo\1\src\data\images\type-c\c_3527.png,c_3527,"X is in center right, bottom middle, and bottom right; O is in top middle, top right, and middle left.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3903.png,D:\Users\git-repo\1\src\data\images\type-c\c_3903.png,c_3903,"X is in upper left, top middle, middle right, and bottom center; O is in top right, center left, and middle.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_80.png,D:\Users\git-repo\1\src\data\images\type-c\c_80.png,c_80,There is X in bottom center and O in bottom right.,2,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2820.png,D:\Users\git-repo\1\src\data\images\type-c\c_2820.png,c_2820,"top left, middle left, and center right has X; top middle, lower left, and bottom center has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2956.png,D:\Users\git-repo\1\src\data\images\type-c\c_2956.png,c_2956,"There is X in upper left, bottom middle, and bottom right and O in top center, center, and lower left.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_864.png,D:\Users\git-repo\1\src\data\images\type-c\c_864.png,c_864,top middle and bottom right has X; center right and lower left has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3163.png,D:\Users\git-repo\1\src\data\images\type-c\c_3163.png,c_3163,"X is in middle left, bottom left, and lower right; O is in top left, top right, and bottom center.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4823.png,D:\Users\git-repo\1\src\data\images\type-c\c_4823.png,c_4823,"middle, center right, lower left, and bottom middle has X; top center, top right, and bottom right has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3517.png,D:\Users\git-repo\1\src\data\images\type-c\c_3517.png,c_3517,"top middle, center right, and lower right has X; upper right, center left, and bottom middle has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1053.png,D:\Users\git-repo\1\src\data\images\type-c\c_1053.png,c_1053,There is X in bottom center and bottom right and O in middle left and middle right.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4038.png,D:\Users\git-repo\1\src\data\images\type-c\c_4038.png,c_4038,"X is in top left, upper right, middle left, and center right; O is in top center, bottom left, and bottom center.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3489.png,D:\Users\git-repo\1\src\data\images\type-c\c_3489.png,c_3489,"X is in middle right, lower left, and bottom middle; O is in top middle, upper right, and middle left.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2426.png,D:\Users\git-repo\1\src\data\images\type-c\c_2426.png,c_2426,"X is in top left, upper right, and bottom left; O is in top middle, middle left, and middle right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2793.png,D:\Users\git-repo\1\src\data\images\type-c\c_2793.png,c_2793,"top middle, bottom left, and bottom right has X; upper left, center left, and center has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_117.png,D:\Users\git-repo\1\src\data\images\type-c\c_117.png,c_117,upper right and bottom center has X; top left has O.,3,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2582.png,D:\Users\git-repo\1\src\data\images\type-c\c_2582.png,c_2582,"X is in upper right, center, and lower right; O is in top left, top middle, and center right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3175.png,D:\Users\git-repo\1\src\data\images\type-c\c_3175.png,c_3175,"upper right, middle, and center right has X; top left, lower left, and bottom middle has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_978.png,D:\Users\git-repo\1\src\data\images\type-c\c_978.png,c_978,top right and bottom middle has X; center right and bottom left has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1432.png,D:\Users\git-repo\1\src\data\images\type-c\c_1432.png,c_1432,"X is in upper left, top middle, and bottom right; O is in bottom left and bottom middle.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1282.png,D:\Users\git-repo\1\src\data\images\type-c\c_1282.png,c_1282,"X is in upper left, top center, and lower left; O is in middle left and middle right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2748.png,D:\Users\git-repo\1\src\data\images\type-c\c_2748.png,c_2748,"upper left, middle left, and middle has X; top middle, middle right, and bottom right has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4727.png,D:\Users\git-repo\1\src\data\images\type-c\c_4727.png,c_4727,"upper right, center left, middle, and bottom center has X; top middle, middle right, and bottom right has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1505.png,D:\Users\git-repo\1\src\data\images\type-c\c_1505.png,c_1505,"There is X in upper left, middle right, and bottom right and O in upper right and center left.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_444.png,D:\Users\git-repo\1\src\data\images\type-c\c_444.png,c_444,upper left and bottom middle has X; top middle and lower left has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3613.png,D:\Users\git-repo\1\src\data\images\type-c\c_3613.png,c_3613,"top right, bottom left, and bottom right has X; top center, center, and bottom middle has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4842.png,D:\Users\git-repo\1\src\data\images\type-c\c_4842.png,c_4842,"top middle, center right, lower left, and bottom center has X; center left, middle, and lower right has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3111.png,D:\Users\git-repo\1\src\data\images\type-c\c_3111.png,c_3111,"upper left, upper right, and center right has X; middle left, lower left, and bottom right has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4537.png,D:\Users\git-repo\1\src\data\images\type-c\c_4537.png,c_4537,"X is in middle, middle right, bottom middle, and bottom right; O is in top left, top right, and center left.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3773.png,D:\Users\git-repo\1\src\data\images\type-c\c_3773.png,c_3773,"X is in middle left, center, and lower right; O is in upper right, middle right, and bottom left.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1762.png,D:\Users\git-repo\1\src\data\images\type-c\c_1762.png,c_1762,"There is X in top left, middle, and lower right and O in middle right and bottom middle.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1674.png,D:\Users\git-repo\1\src\data\images\type-c\c_1674.png,c_1674,"There is X in top left, center, and bottom center and O in center left and bottom left.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3360.png,D:\Users\git-repo\1\src\data\images\type-c\c_3360.png,c_3360,"top middle, upper right, and center left has X; center, middle right, and bottom left has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_59.png,D:\Users\git-repo\1\src\data\images\type-c\c_59.png,c_59,bottom center has X; center left has O.,2,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_31.png,D:\Users\git-repo\1\src\data\images\type-c\c_31.png,c_31,X is in middle; O is in top middle.,2,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4381.png,D:\Users\git-repo\1\src\data\images\type-c\c_4381.png,c_4381,"top middle, center left, center, and lower right has X; upper left, bottom left, and bottom middle has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4944.png,D:\Users\git-repo\1\src\data\images\type-c\c_4944.png,c_4944,"There is X in top middle, top right, lower left, and lower right and O in top left, middle left, center, and middle right.",8,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
